image_id,caption
100976,"a small airplane with a blue and white design is parked on the tarmac, showcasing its national flag and registration number."
100977,"three vintage buses are lined up, featuring a green and cream color scheme, showcasing classic design and signage."
100978,"a digital clock displays the time 11 : 51, with bright red numbers against a dark background."
100979,"a woman and a man are smiling at a table with a fast food item, including a sandwich and a bottle of soda."
100980,"a sign indicating a location with the name "" schloss "" pointing to a cityscape, surrounded by greenery."
100981,"the image features four distinct airships, showcasing designs and names of them all over the world."
100982,"a man is using a laptop, with a computer monitor displaying content nearby and a watch on his wrist."
100983,"a colorful sign featuring a flower design with the text "" nechels and proud "" in bold letters."
100984,"a motivational poster featuring the phrase "" may the mass times acceleration be with you "" in bold yellow and black colors."
100985,"a hooded figure holds a glowing globe, with the text "" fuck you devil - we win the cyber war! "" in bold letters."
100986,"two baseball players walk on the field, wearing gray uniforms with red accents. one holds a glove."
100987,"a historical poster celebrating the centenary anniversary of assembly, featuring bold text and historical phrases."
100988,"two wristwatches are displayed, one with a black dial and one with a dark green fabric strap, showcasing unique designs."
100989,"a book cover titled "" mission flats "" by william landay, featuring a dramatic urban scene with scaffolding."
100990,"a hand with pink nails is resting near a laptop keyboard, with visible typing keys and a partially visible screen."
100991,"a poster illustrating the four steps of wellness, emphasizing the importance of water, health benefits, and wellness in today ' s activities."
100992,a baseball player in a white uniform with the number 12 prepares to pitch on a field.
100993,"a computer monitor displays the xbmc logo on a dark screen, with the name "" noplus prime at home. """
100994,"the image shows a scoreboard at a baseball game, displaying the game score and team details."
100995,"a white ambulance with "" hard life "" markings is parked, featuring a blue and yellow stripe design. its vehicle is not visible."
100996,"a group of men and women in period clothing stands outside a building, promoting the "" real roots bakery. """
100997,"a collection of various coins, including denominations of 2, 5, 10, 20 cents, and 1, 2, 5 euros."
100998,the image features a red and beige book open to a page with text on one side and a blank page on the other.
100999,"a young woman stands with arms crossed outside the john d. kempper hall of engineering, wearing a t - shirt in a city setting."
101000,"four bottles of whiskey are displayed : bacardian, st andrews, and macallan, showcasing rich colors and labels."
101001,"the image shows a coin featuring a building design and the text "" republik osterreich "" and "" 10 euro ""."
101002,"several small brown bottles are displayed, with a cork stopper and a vintage label, suggesting old medicinal products."
101003,"two clear glass jars with a black lid, likely containing milk, are displayed against a light background."
101004,"a man in a red sports uniform stands on a grassy field, wearing striped socks and a cap, with a baseball glove."
101005,"two men in baseball jerseys, labeled "" meyer, "" sit on the seats at a baseball game, with a crowd in the stands."
101006,"a vintage school bus is parked next to a white truck, under a cloudy sky."
101007,"a boy in a sports uniform runs on a track, competing in a race with other athletes."
101008,"a man in a suit holds a book titled "" social empowering europe, "" seated in an indoor setting with a glass of water."
101009,"a smiling woman leans on a stack of bud light cans, with a collection of beer cans visible below."
101010,"two white t - shirts with red text that read "" muskottok v - neck for shirt, "" "" it my deep v - neck for choice, "" and "" super soft blue. """
101011,a football match scene shows players in black and yellow jerseys competing for the ball on a grassy field.
101012,"two white mugs are displayed with the word "" unit "" prominently displayed, resembling a word or text in a foreign language."
101013,a hand holds a mobile phone displaying a colorful lock screen with the time and date visible.
101014,"a clear plastic cup holds a creamy drink, labeled "" i ♥ milk, "" featuring a red heart design."
101015,"a large billboard promoting an event titled "" の 正 "" featuring dance performances, with a focus on tokyo ' s culture."
101016,"the image features a silver coin labeled "" sunshine mini, "" surrounded by colorful stones and a copper book displaying "" u. s. mint. """
101017,"two bottles of pantene pro - v hair product, each 200ml, featuring a deep burgundy color and effective instructions."
101018,"a person ' s feet in bed with a plaid blanket, holding a black remote control."
101019,"a military ship with the designation f359 is navigating through calm waters, alongside a platform for communication."
101020,"a vintage typewriter in a decorative case, featuring a sheet of paper labeled "" nos "" and an instruction manual."
101021,a glass of root beer with a creamy foam sits in front of a gatorade can and a bag of snacks.
101022,"a weathered train car labeled "" nemo "" is parked beside a building with visible graffiti."
101023,"a young man in a yellow sports uniform stands ready on a field, wearing black shorts and footwear."
101024,"three men in sports uniforms pose for a photo, holding a trophy. two women in traditional dresses are present."
101025,"a finnair airplane is taxiing on a wet runway, showcasing its distinctive livery and design features."
101026,"album cover featuring a stylized guitar and a woman, titled "" song and dance man, "" promoting the art of bob dylan."
101027,"a serene beach scene featuring small boats moored in calm waters, with a wooden pier and colorful buildings in the background."
101028,"a baseball player in a purple uniform stands on the pitcher ' s mound, holding a glove, ready for play."
101029,"a crowd of people walks near a structure with a union jack flag, under a cloudy sky."
101030,"the image shows a variety of dishes and drinks, including rice bowls, vegetables, and various drinks, at a restaurant."
101031,"two bottles of alcoholic beverages are displayed : a light green bottle labeled "" pinot noir, "" and a pink bottle labeled "" pinot noir, "" on a wooden table."
101032,"the image features three corded phones, including a corded phone and a digital phone, all with distinct designs."
101033,"a collection of books on a shelf, featuring titles in various languages, including "" la fin des immigres "" and "" la fin des immigres. """
101034,"a man works on a laptop filled with code, while a computer keyboard and monitor are partially visible on the table."
101035,"a white vehicle is parked on a grassy field, with a glider aircraft in the background."
101036,"the whiteboard features sketches and notes on project management, including lists, exports, and collection development strategies."
101037,"a collection of comic books, including "" ms. marvel "" and "" finn "", "" stacked on a wooden surface."
101038,"a dual parking meter stands on a pole, surrounded by grass and a stone wall in the background."
101039,"the image features several books on a table, highlighting "" the triumph of johnny johnson "" with titles of both authors ' names."
101040,"a collection of small bottles filled with a clear liquid, labeled "" diesel warp, "" on a table."
101041,"a dell computer monitor displays the windows 2000 professional logo, showcasing a colorful design with text about installation."
101042,"the image features a man speaking at a podium, with a yellow poster promoting a public meeting in spain."
101043,"a round wall clock with a white face, black hour and minute hands, reading approximately 2 : 10."
101044,"the image shows a convenience store interior with shelves stacked with various products, featuring a prominent "" cash only "" sign."
101045,"two green wine bottles are displayed on a table, labeled "" meursault la tourelles, "" indicating a wine tasting event."
101046,"the image features two red signs on a wall, labeled "" qwerty r1 "" and "" why yes, "" indicating an office workspace."
101047,"a black and silver digital device featuring a prominent button labeled "" parvel, "" likely related to a camera or similar device."
101048,"a boy in a blue sports uniform stands focused, while a girl in black is nearby demonstrating taekwondo techniques."
101049,close - up of an htc mobile phone showing the brand logo and screen with colorful graphics.
101050,"the image shows a scoreboard with baseball scores and player statistics, alongside a score of 7 - 0."
101051,"a chalkboard sign displays a date, time, and a beer festival announcement, dated october 6, 2012, in south west beer fest."
101052,the image shows two calculators on a wooden surface : a white calculator and a large digital calculator.
101053,"a woman in a red sports uniform and cap smiles alongside a mascot in a matching hat, all wearing baseball jerseys."
101054,"a classic red truck is parked, showcasing its vintage design and chrome accents against a clear sky."
101055,"a red traffic sign displaying "" do "" in white letters, positioned at an angle against a clear blue sky."
101056,"a whiteboard with handwritten text stating "" life is no friends allowed, "" emphasizing the connection between us and others."
101057,a plastic cup filled with dark soda sits next to a bottle of buxton soda on a newspaper.
101058,"a digital clock displays the time 8 : 08, a lamp with a decorative base, and books stacked on a table."
101059,"a round wall clock displays black hour and minute hands, showing the time just before 3 : 00."
101060,"a yellow and green train is stationed at a station, with tracks and buildings in the background."
101061,"a green waste container with the text "" the national trust "" and "" wells ice cream "" displayed prominently."
101062,"two colorful tin cans of koala energy drink, featuring cartoonish characters and bold branding, sit side by side."
101063,"a man in a sports uniform runs, wearing a black and yellow uniform with race number 228."
101064,"the image features video game boxes, including "" sc :online "" and "" metroid : the hunger games, "" showcasing vibrant artwork and product details."
101065,a hand holds a bottle of carnouts scotch finger beer next to a glass of beer and a can of beer.
101066,"the image features a collection of neatly arranged glass containers filled with golden coins, alongside a menu."
101067,"the whiteboard displays mathematical equations and functions, written in red ink, discussing concepts related to calculus and functions."
101068,"empty supermarket aisle with shelves stocked with products, featuring a prominent caution sign about parking regulations."
101069,"a man runs along a dirt path, wearing shorts and sports shoes, surrounded by greenery and trees."
101070,"a bookstore named "" alkidi "" features wooden doors, glass shelves, and a welcoming entrance inside."
101071,"a red tablet displays various app icons, including facebook, camera, and camera phone, with a modern interface."
101072,"the image shows two ipads side by side, one in red and the other in white, both featuring the apple logo."
101073,"a military aircraft, specifically a c - 130, is parked on the tarmac with another aircraft nearby."
101074,"three football players in maroon uniforms are on the field, focusing on a player holding a football."
101075,"a large black and white backpack stands on grass near a body of water, with a bicycle helmet nearby."
101076,"a black parking meter stands in a snowy landscape, with a digital display showing time and payment details."
101077,"a hand holds a small glass bottle labeled "" miniter seltzer, "" indicating a small alcohol bottle with a green substance."
101078,"abstract artwork featuring colorful shapes and figures, with a focus on a figure resembling a woman."
101079,the image shows an open book with text on one page and a blurred image of a snake on the other.
101080,"the image shows several bottles of "" honeymoon "" drink, prominently featuring a dark amber liquid and black caps."
101081,"a brown cardboard box labeled "" falling stem "" sits on a surface, with a blue wall and another box nearby."
101082,"a young boy in a mets baseball jersey smiles outdoors, surrounded by people wearing casual clothing and sports hats."
101083,"the image features a promotional sign asking, "" telling friends about money in your pocket, "" highlighting love ' s velo."
101084,"a group of people, including men and women, pose with a piano and an award for music education."
101085,"the image depicts a sign reading "" burning flame, "" indicating a fire station in a rural setting."
101086,"a man in a red and white sports uniform throws a baseball, wearing casual clothing, with a field marker on his left hand."
101087,"a vintage bottle labeled "" ephenes "" by crimson, containing pink gin, sits on a table."
101088,"a woman stands at a podium, speaking at the netroot nation conference, with a wooden podium and a curtain in the background."
101089,"a group of people walking in a forest event, featuring a man in a black shirt with a logo."
101090,"a hand holds a record featuring dean martin, surrounded by books on a table and a watch in a library setting."
101091,"a white samsung mobile phone displays the time, date, and various app icons on its home screen."
101092,"a silver coin featuring a qr code and intricate designs on its surface, marked "" 10 "" and "" 10."
101093,"an orange aircraft with a sleek design flies low, smoking smoke, showcasing its powerful wings and number 27."
101094,"the image shows an open book page with text discussing themes of society and social interactions, including social issues and societal perceptions."
101095,"a person holds a tablet displaying a text message notification from "" plow, "" announcing a construction project in progress."
101096,a truck with a large american flag - themed trailer covers is parked next to a white vehicle.
101097,"poster for "" the black door "" art gallery featuring art from june 1, 2010, at art house."
101098,"a silver watch with a black face sits on a blue background, accompanied by a metal watch bracket."
101099,"a large military ship with the number "" 12 "" is docked, showcasing its bow and antennas in a calm waters setting."
101100,"two books are displayed on a patterned surface : "" etiquey "" by dr. stephen king and "" doodle cake. """
101101,"the image features a book titled "" the complete illustrated works of yoshimotoura, "" with colorful illustrations of characters and scenery. a remote control is nearby."
101102,"the image features decorative books titled "" buxtehol, "" with labels indicating it is a brand, not a perfume."
101103,"a discarded bottle lies on the grass, partially obscured by colorful graffiti art in the background."
101104,"a glass of amber beer with a frothy head sits next to a labeled bottle, showcasing a golden color."
101105,"a green volkswagen car is paraded in a busy city street, surrounded by a large crowd and traffic signals."
101106,"two men sit at a convention booth, wearing casual clothing, with drinks and signs promoting an event."
101107,"four men stand together, three in sports uniforms, one in a blue jersey and the other in a black jacket."
101108,"a stainless steel watch with a black dial, featuring yellow hour markers and a date display."
101109,"a city bus and several cars are parked near a building with intricate patterns, showcasing urban architecture."
101110,"the image features various decorative bottles and jars, primarily glass, arranged neatly on a surface."
101111,"a book titled "" aseemler editor "" features a person at a computer, surrounded by various office supplies and materials."
101112,"a bottle of machado de cavaireira wine, labeled proscco, sits on a surface beside other wine boxes."
101113,"the image displays a collection of vintage posters, including event flyers and promotional materials for a retrospective exhibition."
101114,"a white suv marked as "" police, "" parked on the street, with a police vehicle visible in the background."
101115,"a boy in a red sports uniform stands ready to hit, while a catcher in blue prepares to receive a pitch."
101116,"two bubble tea cups are displayed, one with a creamy white head, the other with sprinkled bubbles."
101117,"a computer monitor displays the video titled "" out door! "" with a colorful, stylized logo on the left side."
101118,"three young men in striped baseball uniforms stand together on a green field, ready for the game."
101119,the image shows a laptop screen displaying a web browser with the windows xp logo and file categories on a blue background.
101120,"a surfer in an orange shirt performs a jump on a surfboard, showcasing skill and balance amidst turbulent waters."
101121,"a group of people stands in a room, mostly wearing casual clothing, with one man speaking to them."
101122,"the image shows a waste container next to a window, covered in graffiti, indicating a cityscape."
101123,"two men are seated, one in a blue outfit and the other in a black jacket. both have hair sticks in their ears."
101124,"the image shows a cluttered bookcase filled with various books, displaying titles and authors prominently displayed."
101125,"a bottle of paulac wine, vintage 2004, featuring a simple label and a red glass, set against a wooden background."
101126,"a corded telephone with a keypad and display, placed on a black charging base."
101127,a smiling person holds a remote control in front of a lg monitor displaying various app icons and a web interface.
101128,"a stack of books is positioned beneath a bookcase filled with books, showcasing a modern bookshop interior."
101129,"a person in a green shirt stands at a desk, surrounded by bottles and a green screen in a room with equipment."
101130,"a young man stands in a room with a wooden cabinet and a large "" doom "" poster on the wall."
101131,"the image displays various mobile phone colors and brands, primarily featuring pantone colors for different applications."
101132,"a woman in a sports uniform runs in shorts during a race, surrounded by colorful umbrellas."
101133,"a red vending machine displays various beverages, including coca - cola and bottled drinks, with payment options visible."
101134,"two men sit at a table, wearing casual clothing and hats, with drinks and a chalkboard in the background."
101135,"a vintage wall clock features a wooden frame with a glass front, showing the time and the date clearly."
101136,"a traditional building with a large, dome - shaped entrance and multiple spires, surrounded by greenery and flags."
101137,"the image shows a library interior with large windows, signage for "" southern tier city museum "" above it."
101138,"the image features various traffic signs, including route numbers from south to los angeles, along with a date and height limit of 95 feet."
101139,"a condensation - covered coca - cola can sits on a sandy surface, with condensation visible on the surface."
101140,"poster for a poetry event titled "" achamutaz, "" featuring poetry collections by quarts bau satu, and an art gallery."
101141,"a group of children and adults on a baseball field, wearing sports uniforms and hats, prepare for a game."
101142,"a close - up of a luxury watch with a black face and metal bracelet, set against a blue background."
101143,"the image showcases a chic louis vuitton storefront featuring glass windows, modern cabinetry, and elegant display shelves."
101144,"a spacious sports stadium with large advertisements and empty seating, featuring a few people preparing for a game."
101145,"the image shows a bookstore named "" rare rare records, "" featuring large windows displaying various items and a welcoming sign."
101146,"a brown glass bottle of barleywine beer, labeled "" beer drop, "" with a blue label, rests on a wooden surface."
101147,"the image features a colorful mural on a building ' s wall, depicting a bottle and food graphics, surrounded by trees."
101148,a nokia mobile phone displaying the home screen with an app interface and a numeric keypad.
101149,"a vintage blue and green train car is stationed at a platform, displaying the number "" 1001 "" and a circular logo."
101150,"a car and a vehicle race on a road, showcasing sleek design and racing features."
101151,"a bottle of lievaartu wine from 2008, accompanied by a glass of white wine."
101152,"a brown waste container labeled "" ka "" is positioned beside a brick wall, surrounded by greenery."
101153,"a young man in a baseball uniform stands on the field, ready for action. he wears a helmet and cleats."
101154,"a poster featuring bold, stylized text that reads "" fear the glasses, "" with a yellow background."
101155,"a large bookcase with multiple shelves, displaying various books and items for displaying in a library or storage area."
101156,"the image features a table with drinks, a glass of water, a drink in a container, and a sign displaying "" 16m. """
101157,"two male runners in sports uniforms are competing in a race, with one wearing a red shirt and black shorts."
101158,"the image shows a document titled "" cargo management systems "" by david allen, featuring a photo of cargo structures in a blue - toned background."
101159,"a young boy sits at a table, holding blue signs with the numbers "" 13 "" and handprints, promoting a project."
101160,"a small book titled "" the complete sherlock holmes "" rests on a wooden table beside a glass and a coin."
101161,"a bright pink poster warns of a one - way trip to mars, stating a warning about a smoking hot spot."
101162,"a collection of various coins, including pennies and a nickel, scattered on a surface."
101163,"a gray adidas backpack is displayed, featuring multiple zippered compartments and a decorative logo on the front."
101164,"a shelf displays several volumes of a book titled "" encyclopædia britannica, "" with years and volumes numbered."
101165,"a man in a white baseball uniform throws a pitch on a field, showcasing sports equipment and athletic clothing."
101166,"a black pickup truck with a police badge and registration plate drives along a road, surrounded by trees and parked vehicles."
101167,"a small white and blue aircraft is taxiing on the runway, showcasing a clear day ' s view."
101168,"a black - faced watch with a metallic band and a textured face, placed next to a labeled card."
101169,"the image features several books stacked together, with titles visible. the titles are "" the fury of fury "" and "" the fury of fury "" by anne edwards."
101170,"a red sports car is parked on the street, showcasing its shiny surface and registration plate "" s - 006. """
101171,"the fridge contains various foods, including pickles, yogurt, deli meats, vegetables, and beverages, all organized in clear containers."
101172,"a stuffed animal toy sits beside a yellow note with numbers, and a bottle of peanut butter are on the table."
101173,"three people are smiling together, two in casual attire and one in a striped shirt, at a social event."
101174,"several large cardboard boxes are stacked on a carpet, some with labels and some with shipping, in a well - lit space."
101175,"a green race car with a prominent number six is parked in a pit area, showcasing sponsor logos and racing branding."
101176,"a man speaks into a microphone at a convention, with a colorful backdrop featuring the comic book "" batman. """
101177,"a warning sign indicating a "" danger "" area, with additional text about twins aprowment, placed on a grassy area."
101178,"the image shows a black and blue sports jacket with white stripes, featuring the "" the mavericks "" logo prominently on the back."
101179,"a canadian airlines airplane is flying against a cloudy sky, showcasing its distinctive red and white livery."
101180,"a waste container with a colorful logo reading "" live, work & play "" is prominently displayed. down town centre, london, united states."
101181,"the image features a book cover for "" accelerando "" by charles stross, highlighting themes of identity and technology."
101182,"a vintage payphone with a handset, keypad, and display, located on a sidewalk."
101183,"a large airplane is displayed behind a railing, featuring a green exterior with informational text about the aircraft."
101184,"the image shows a large digital billboard advertising a communication service, featuring the company logo and contact details."
101185,"a person is wearing a purple sports uniform with the name "" stittch reaper "" and the number "" 88. """
101186,"two waste containers are positioned side by side, labeled for "" uc davis "" and "" uc davis, "" with a recycling symbol."
101187,"the image features snacks, including cookies and crackers, alongside a bottle of water and a bag of snacks."
101188,"a metallic waste container with a lid, labeled for discarded items, is placed against a plain wall."
101189,"a person holds an open book, displaying text about design, typography, and technology. their hands are visible."
101190,the image shows a vintage computer keyboard with a small screen and various control buttons.
101191,"a book cover featuring "" gods man "" by david l. hartwell, with a minimalist design and abstract background elements."
101192,"a close - up of a wristwatch with a pink bezel and white band, displaying the time clearly."
101193,"a warning poster about swimming and padding, featuring a graphic of a swimmer, warning signs, and emergency information."
101194,"poster addressing congress may ' s cut your benefits to massive tax cuts, featuring images of individuals and contact information."
101195,"the image features two parking meters, one displaying the word "" expired, "" in a blurred, blurred background."
101196,"a white ceramic mug sits beside a brown ceramic mug with a smooth rim, both on a colored surface."
101197,a soccer player in black kicks the ball while opponents in red jerseys compete on an indoor court.
101198,"a metal tag labeled "" 1 "" hangs on a green fabric, featuring a pink logo and a playful design."
101199,"the image shows a gray box with the number "" 41 "" and a lock, likely containing an old type of transport or storage."
101200,"a bottle of wheat wine labeled "" wheat wine "" stands beside a filled glass, showcasing a golden amber liquid."
101201,"a vintage black van with "" hope "" and a roof tent, parked in a sunny area."
101202,"the whiteboard displays a timeline for a project titled "" thought, "" outlining its evolution and future plans."
101203,"the image features five distinct bottles, including whiskey and spirits, displayed on a bar table."
101204,"a white coffee cup sits on a saucer, accompanied by two books, including "" zonar "" and "" the night shift. """
101205,"a rugby match scene with players in jerseys, a referee, and a cheering crowd in the background."
101206,"a shiny coin rests on an open book with text in japanese, showcasing a collection of coins."
101207,a young man in a baseball uniform is pitching while wearing a glove and a cap on a sunny field.
101208,"a bottle of jacuzzi wine from 2008 stands on a table, with several water bottles in the background."
101209,"the whiteboard displays a schedule, including race delivery, metrics, and pricing information, including pricing details and vendor details."
101210,"a clay pot with a bunny shape sits on a desk, surrounded by colorful pens and markers."
101211,"a red leather - bound book titled "" portfolio "" with a simple design featuring the word "" portfolio "" in metallic letters."
101212,"a vintage neon sign reads "" high school liquors "" with a cheetah hat, showcasing a drink theme."
101213,a glass bottle with dark liquid sits on a table next to a remote control and a sign in the background.
101214,"a vending machine displays various beverages, including sodas and energy drinks, in a wooden cabinet."
101215,"a pub sign featuring a colorful illustration of a character holding a child, titled "" marston ' s smuglers. """
101216,"a stylish prada watch with a black face and textured black strap, featuring a modern design and clear display screen."
101217,"three young adults sit on a couch, relaxing while reading books and surrounded by colorful footwear."
101218,"a shelf displays various bottle designs and labels, including branded items, as well as milk bottles in a shop."
101219,"a small aircraft with a red tail is parked on a runway, with a smaller vehicle nearby. cloudy skies are visible."
101220,"the image features a vintage poster promoting "" uncle tom ' s cabin "" for sale, with illustrations of people and a house."
101221,"a sleek, black and orange aircraft is flying in a cloudy sky."
101222,two men in sports uniforms are engaged in a martial arts practice on a wooden floor.
101223,"three bottles of wine are displayed : a green bottle labeled "" grappa verde "" and a bottle of white wine."
101224,"book cover of "" china ' s mountain chang "" by mauren f. mchugh, featuring a minimalist design and vibrant red background."
101225,"the image shows a cut - out of paper figures standing on an open book, with pages visible in the background."
101226,a walmart pharmacy interior with shelves lined with products and a customer at a desk.
101227,"a baseball player in a white uniform, number 15, prepares to pitch on an infield."
101228,a green bottle of mountain dew stands beside a smartphone and a bag of peanut butter on a table.
101229,"a vintage red car with flames and a blacktop, parked among people in a lively outdoor setting."
101230,"the image features a subaru vehicle registration plate reading "" stitt gl, "" with a scenic background and a website link."
101231,"a coffee cup sits beside a book titled "" t - shirt 500 camiseurs "" on a table."
101232,"a yellow and blue bus labeled "" arrigon "" displays route number 81, parked on a road."
101233,"a gold coin from spain, marked "" 1, "" featuring the national coat of arms and the word "" espana. """
101234,"the image shows a hewlett - packard mobile device displaying software options like "" chat, "" "" chat, "" and "" office. """
101235,"poster announcing the 2009 stateman social media awards, featuring notable attendees including david allen and others."
101236,"a clear glass bottle of club - mate, labeled "" original "" with a blue cap, sits on a wooden table."
101237,"an envelope addressed to mr. tim hortons in ann arbor, michigan, postmarked with a postage stamp."
101238,"a clear plastic water bottle with a blue cap, labeled "" thirsty planet, "" containing a clear liquid."
101239,"a black mobile phone with the logo "" bot "" and a camera at the back, displaying a vibrant logo."
101240,"a bottle of 2004 cabernet wine by marot, featuring a stylized figure beside it."
101241,"two dvd sets titled "" blueprints "" and "" facebook, "" featuring community strategy and instructional designs for personal growth."
101242,"a red city bus is parked, displaying the route to work. with a clear front view."
101243,"the image shows a newspaper page featuring articles about family and politics, with headlines and images of candidates."
101244,"a woman with long blonde hair wears a cropped cardigan and jeans, showcasing casual attire at a sports event."
101245,"the image features a colorful game board for "" dr. beaniet ' s, "" displaying various characters and symbols on a vibrant layout."
101246,a bottle of silence pale ale stands beside a glass filled with amber beer and foam on a table.
101247,"a hand holds a book titled "" football for dummies, "" featuring a sports theme and goalkeeper illustrations."
101248,"a laptop and two monitors are placed on a table, accompanied by a tablet, headphones, and a book."
101249,"a young man in a blue baseball cap and sports uniform throws a pitch, wearing a glove and cleats."
101250,"three young male runners compete in a race on a grassy field, wearing sports uniforms and focused on the event."
101251,"the image shows a dark blue bottle of ink, labeled "" fuyu - soju, "" with a minimalist design."
101252,"a player in a blue sports uniform swings a baseball bat, while a catcher prepares to receive the pitch in a crowded stadium."
101253,"the image features a casio msp personal computer, accompanied by a compact keyboard and its carrying case."
101254,"the image features colorful desserts like macaroni and cheese, but no drinks or food items are present."
101255,"a billboard promoting california housing, featuring colorful illustrations and text about fees, with a child on a bike in front."
101256,"a man is wearing a black t - shirt featuring the phrase "" never go to heaven, "" promoting an event. he appears confident."
101257,a well - organized convenience store aisle featuring fresh baked goods and various food items on shelves.
101258,"a woman stands at a podium, wearing a black shirt with a colorful design, smiling during a presentation."
101259,"a player in a white orioles uniform stands ready to bat, while a catcher in blue crouches behind home plate."
101260,"a green glass bottle labeled "" get well "" contains 100 extra strength tablets, promoting health benefits."
101261,"the image shows a scoreboard at nationals park, featuring advertisements, a scoreboard with game information, and a helicopter display."
101262,"a white van with "" wisceller "" branding drives fast, showcasing a whiskey bottle design on its side."
101263,"the image features three lg mobile phones, including the model t110 and the model t305, showcasing sleek designs."
101264,"a bottle of 2004 cline pinot noir wine, featuring a dark purple label and a gold emblem at the top."
101265,"a decorative box labeled "" jiffy lace "" sits beside a typewriter and a magazine, with a gold lamp on top."
101266,"the image shows an open book with a title "" the student experience "" and a yellow - labeled page. no clocks or books are visible."
101267,"the image shows a display case for an ipod touch, featuring various app icons and a sleek design."
101268,"a woman holds a vintage camera, capturing photos, with colorful nails painted in a vibrant setting."
101269,a baseball player in a blue and orange uniform prepares to pitch on the field.
101270,"a virgin atlantic airplane is parked on the tarmac, with ground support structures and vehicles in the background."
101271,"six bottles of "" sweet tea "" are displayed on a shelf, featuring various flavors like apple and cinnamon."
101272,"a sleek, modern watch with a black face and silver accents, featuring large numbers and a metallic band."
101273,"a smiling man in a gray sports shirt stands with a medal, holding a book titled "" steamdogs classic 2013. """
101274,"a man in a beige shirt and tie poses with a watch on his head, showcasing a sporty fashion style."
101275,"a black computer keyboard sits next to a white pen labeled "" bencap, "" with a visible keyboard surface."
101276,"the image features various traffic signs indicating speed limits and tunnel entry for 50 km / h, alongside speed limits signs for brasil and argentina."
101277,a yellow digital clock displays the time as 7 : 18 pm. the background shows a sketchpad with notes.
101278,"an old, rusted ship ' s bow is visible, with a ladder and several structures nearby, set against a backdrop of greenery."
101279,"a colorful box labeled "" clicami "" with a playful design resembling a cupcake and the number "" 18. """
101280,"a close - up of a toilet seat with an open cover, featuring a decorative emblem and a water filled tank."
101281,"a bright yellow traffic sign depicts a walking figure, with markings indicating "" real "" and "" error "" depicted above."
101282,"a player in a gray sports uniform swings a baseball bat, preparing to hit the ball during a game."
101283,"a smiling man stands beside a vintage sign for "" la fin des immigo de acercamiento, "" highlighting its significance in environmental conservation."
101284,a samsung star ii mobile phone displays the home screen with a webpage and username in a different language.
101285,"a colorful billboard displays information about new orleans, labeled "" new orleans sights, "" featuring images of new orleans ' s landmarks."
101286,"a decorative wall clock features a prominent red number "" 5 "" on its metal frame, with golden arms."
101287,"a baseball pitcher in a white uniform throws a pitch on the mound, wearing a blue cap and glove."
101288,"four cans of monster assault energy drink, featuring a bold design with red claws and energy content."
101289,"a smartwatch displays a blue digital interface, worn on a wrist, with a computer keyboard and mouse visible in the background."
101290,"a square glass perfume bottle labeled "" allure homme, "" featuring a silver cap and a minimalistic design."
101291,"a man in a white sports shirt with an emblem stands confidently, showing his athletic build."
101292,"five green glass bottles are arranged on a wooden surface, featuring the iconic pepsi logo and vibrant branding."
101293,a mobile phone displaying a blue screen with command prompts and the time at 12 : 00.
101294,two mobile phones display map applications showing routes and locations. the mobile phone shows a map with highlighted locations.
101295,"a square blue glass perfume bottle with a gold cap, labeled "" in berlin "" and "" imperial reserve. """
101296,"a person pours beer from a tap into a bottle labeled "" samuel adams samuel adams "" next to a glass of samuel adams samuel adams."
101297,"a vintage poster titled "" take it your girl, "" featuring a dramatic scene from "" the movies, "" promoting "" it. you can ' t make hope at home. """
101298,"a black biplane with the word "" bolac "" painted on its fuselage is suspended indoors, showcasing its vintage design."
101299,"a vintage book cover titled "" easy girl by jack woodford, featuring a woman in a dress and a man in a suit."
101300,"the image features bottles of brunello di montalcino, a malbec wine from sicily, classified as "" pesso di montalcino. """
101301,"the image shows an open book page titled "" tiano easter dinner, "" discussing its preparation for a festive event."
101302,"a framed map of the uk, highlighting travel destinations and a route to merry town."
101303,"a box titled "" tap "" features a smartphone and technology illustrations, suggesting a trade show or event package."
101304,"a dark bottle of wine labeled "" cineros do maracana, "" with a cork stopper and a wooden background."
101305,"a man wearing a san francisco giants apparel holds a drink, standing outside a building."
101306,"the image shows a computer monitor displaying a windows desktop with a file menu open, featuring the file explorer menu."
101307,"a navy sports jersey featuring a logo for the us soccer team and "" kha "" branding, with a nike collar and armband."
101308,"the image shows a book cover titled "" satan in the subway and other stories "" by bernard russelli, featuring a sketch of a building."
101309,"a wooden warning sign with a yellow and black design, labeled "" danger : under water unsettling "" is prominently displayed near a beach."
101310,"a close - up of a coin featuring a side profile of george washington, inscribed with "" liberty "" and "" in god we trust. """
101311,"a dell laptop displays a vibrant landscape, with a computer mouse and promotional materials nearby."
101312,"the image features a dvd cover for "" tigerland, "" showcasing soldiers in uniform, with text and a detailed description."
101313,"two female athletes in sports uniforms are sprinting on a field, showcasing athleticism and teamwork."
101314,"a blue billboard reads "" this way to summer streets "" with a white arrow pointing right, surrounded by people and urban buildings."
101315,"a glass of dark beverage with a "" mado "" label, containing lemonade or soda, sits on a table."
101316,"a yellow school bus is parked behind a fence, surrounded by other vehicles and with visible wheels."
101317,"the image features a vintage poster for affmanskjaer cabiet, depicting a grapevine with leaves and a village silhouette."
